Accession,Species,Genus,Family,Length,Host,GenBank_Title
HM137666,Escherichia virus T4,Tequatrovirus,Myoviridae,168920,Escherichia coli,"Enterobacteria phage T4T, complete genome"
AY766464,Lactococcus phage TP712,,Siphoviridae,42073,Lactococcus,"Lactococcus phage TP712, complete sequence"
HM242243,Brochothrix virus A9,,Herelleviridae,127065,Brochothrix thermosphacta,"Brochothrix phage A9, complete genome"
HM114315,Acinetobacter virus 133,,Myoviridae,159801,Acinetobacter johnsonii,"Acinetobacter phage 133, complete genome"
HM144385,Brochothrix phage NF5,,Siphoviridae,36953,Brochothrix thermosphacta,"Brochothrix phage NF5, complete genome"
HM144386,Brochothrix phage BL3,,Siphoviridae,41518,Brochothrix thermosphacta,"Brochothrix phage BL3, complete genome"
HM071924,Escherichia virus IME08,Dhakavirus,Myoviridae,172253,Escherichia coli,"Enterobacteria phage IME08, complete sequence"
GQ379227,Streptomyces phage phiSASD1,,Siphoviridae,37068,Streptomyces avermitilis,"Streptomyces phage phiSASD1, complete genome"
GU815339,Enterococcus phage EFRM31,,Siphoviridae,16945,Enterococcus faecalis,"Enterococcus phage EFRM31, complete genome"
HM066936,Caulobacter phage phiCb5,,Leviviridae,3762,Caulobacter vibrioides,"Caulobacter phage phiCb5, complete genome"
GU967410,Lactobacillus phage LBR48,,Myoviridae,48211,Lactobacillus,"Lactobacillus phage LBR48, complete genome"
HM072038,Bacillus phage phi105,,Siphoviridae,39318,Bacillus subtilis,"Bacillus phage phi105, complete genome"
GU903191,Escherichia virus CVM10,Jilinvirus,Myoviridae,41666,Escherichia coli,"Escherichia phage vB_EcoM_ECO1230-10, complete genome"
GU295964,Klebsiella virus KP15,Slopekvirus,Myoviridae,174436,Klebsiella pneumoniae,"Klebsiella phage KP15, complete genome"
GU580940,Rhodococcus phage ReqiDocB7,,Siphoviridae,75772,Rhodococcus hoagii,"Rhodococcus phage ReqiDocB7, complete genome"
GU580941,Rhodococcus virus Pepy6,Pepyhexavirus,Siphoviridae,76797,Rhodococcus hoagii,"Rhodococcus phage ReqiPepy6, complete genome"
GU580942,Rhodococcus virus Poco6,Pepyhexavirus,Siphoviridae,78064,Rhodococcus hoagii,"Rhodococcus phage ReqiPoco6, complete genome"
GU580943,Rhodococcus phage ReqiPine5,,Siphoviridae,59231,Rhodococcus hoagii,"Rhodococcus phage ReqiPine5, complete genome"
GQ451696,Leuconostoc virus 1A4,Unaquatrovirus,Siphoviridae,29508,Leuconostoc mesenteroides,"Leuconostoc phage 1-A4, complete genome"
GU060500,Mycobacterium virus Ardmore,Cheoctovirus,Siphoviridae,52141,Mycolicibacterium smegmatis,"Mycobacterium phage Ardmore, complete genome"
GQ468526,Enterobacteria phage 285P,Teseptimavirus,Podoviridae,39270,Escherichia coli,"Enterobacteria phage 285P, complete genome"
GQ979703,Lactococcus virus P2,Skunavirus,Siphoviridae,27595,Lactococcus lactis subsp. cremoris MG1363,"Lactococcus lactis phage p2, complete genome"
GU385905,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate JACSK, complete genome"
GQ443085,Clostridium phage phiCP26F,,Siphoviridae,39188,Clostridium perfringens,"Clostridium phage CP26F, complete genome"
GU339467,Mycobacterium virus Redrock,Fromanvirus,Siphoviridae,53332,Mycobacterium,"Mycobacterium phage RedRock, complete genome"
EU418428,Staphylococcus virus G1,Kayvirus,Herelleviridae,145542,Staphylococcus aureus,"Staphylococcus phage A5W, complete genome"
GU229986,Bacillus virus 250,Cecivirus,Siphoviridae,56505,Bacillus cereus,"Bacillus phage 250, complete genome"
GU247132,Mycobacterium virus Skipole,Fromanvirus,Siphoviridae,53137,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage SkiPole, complete genome"
GU247133,Mycobacterium virus Soto,Pegunavirus,Siphoviridae,68569,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Fang, complete genome"
GU247134,Mycobacterium virus Pg1,Pegunavirus,Siphoviridae,68432,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Scoot17C, complete genome"
GU196277,Escherichia virus K1G,Kagunavirus,Siphoviridae,43587,Escherichia coli,"Escherichia phage K1G, complete genome"
GU196278,Escherichia virus K1H,Kagunavirus,Siphoviridae,41632,Escherichia coli,"Escherichia phage K1H, complete genome"
GU196279,Escherichia virus K1ind1,Kagunavirus,Siphoviridae,42292,Escherichia coli,"Escherichia phage K1ind1, complete genome"
GU196280,Escherichia virus K1ind2,Kagunavirus,Siphoviridae,42765,Escherichia coli,"Escherichia phage K1ind2, complete genome"
GU196281,Escherichia phage K1-ind(3),Kagunavirus,Siphoviridae,43461,Escherichia coli,"Escherichia phage K1ind3, complete genome"
GU323708,Lactobacillus phage phiPYB5,,Siphoviridae,32847,Lactobacillus fermentum,"Lactobacillus phage phiPYB5, complete genome"
GQ478081,Enterococcus virus FL1,Phifelvirus,Siphoviridae,38764,Enterococcus faecalis,"Enterococcus phage phiFL1A, complete genome"
GQ478082,Enterococcus virus FL1,Phifelvirus,Siphoviridae,38989,Enterococcus faecalis,"Enterococcus phage phiFL1B, complete genome"
GQ478083,Enterococcus virus FL1,Phifelvirus,Siphoviridae,38721,Enterococcus faecalis,"Enterococcus phage phiFL1C, complete genome"
GQ478084,Enterococcus virus FL2,Phifelvirus,Siphoviridae,36270,Enterococcus faecalis,"Enterococcus phage phiFL2A, complete genome"
GQ478085,Enterococcus virus FL2,Phifelvirus,Siphoviridae,36826,Enterococcus faecalis,"Enterococcus phage phiFL2B, complete genome"
GQ478086,Enterococcus virus FL3,Phifelvirus,Siphoviridae,39576,Enterococcus faecalis,"Enterococcus phage phiFL3A, complete genome"
GQ478087,Enterococcus virus FL3,Phifelvirus,Siphoviridae,40275,Enterococcus faecalis,"Enterococcus phage phiFL3B, complete genome"
GQ478088,Enterococcus phage phiFL4A,,Siphoviridae,37856,Enterococcus faecalis,"Enterococcus phage phiFL4A, complete genome"
GU169904,Staphylococcus phage SA1,,Myoviridae,147303,Staphylococcus aureus,"Staphylococcus phage SA1, complete genome"
GU071091,Escherichia virus T7,Teseptimavirus,Podoviridae,39778,Escherichia,"Enterobacteria phage T7, complete genome"
GU071092,Prochlorococcus phage P-SSM2,,Myoviridae,252407,Prochlorococcus,"Prochlorococcus phage P-SSM2, complete genome"
GQ413937,Klebsiella virus KP32,Przondovirus,Podoviridae,41119,Klebsiella pneumoniae,"Klebsiella phage KP32, complete genome"
GQ413938,Klebsiella virus KP34,Drulisvirus,Podoviridae,43809,Klebsiella pneumoniae,"Klebsiella phage KP34, complete genome"
GQ241246,Clavibacter virus CMP1,Cimpunavirus,Siphoviridae,58652,Clavibacter michiganensis subsp. michiganensis,"Clavibacter phage CMP1, complete genome"
FJ409640,Vibrio phage N4,Teseptimavirus,Podoviridae,38497,Vibrio,"Vibriophage N4, complete genome"
GQ153912,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,,"Mutant Enterobacteria phage phiX174 isolate PhiX_1, complete genome"
GQ153913,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,,"Mutant Enterobacteria phage phiX174 isolate PhiX_2, complete genome"
GQ153914,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,,"Mutant Enterobacteria phage phiX174 isolate PhiX_3, complete genome"
GQ153915,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,,"Enterobacteria phage phiX174 isolate PhiX_ancestral, complete genome"
GQ153916,Escherichia virus M13,Inovirus,Inoviridae,6407,Enterobacterales,"Mutant Enterobacteria phage f1 isolate F1_1, complete genome"
GQ153917,Escherichia virus M13,Inovirus,Inoviridae,6407,Enterobacterales,"Mutant Enterobacteria phage f1 isolate F1_2, complete genome"
GQ153918,Escherichia virus M13,Inovirus,Inoviridae,6407,Enterobacterales,"Mutant Enterobacteria phage f1 isolate F1_3, complete genome"
GQ153919,Escherichia virus M13,Inovirus,Inoviridae,6407,Enterobacterales,"Enterobacteria phage f1 isolate F1_ancestral, complete genome"
GQ153920,Escherichia virus G4,Gequatrovirus,Microviridae,5577,Escherichia,"Mutant Enterobacteria phage G4 isolate G4_1, complete genome"
GQ153921,Escherichia virus G4,Gequatrovirus,Microviridae,5577,Escherichia,"Mutant Enterobacteria phage G4 isolate G4_2, complete genome"
GQ153922,Escherichia virus G4,Gequatrovirus,Microviridae,5577,Escherichia,"Mutant Enterobacteria phage G4 isolate G4_3, complete genome"
GQ153923,Escherichia virus G4,Gequatrovirus,Microviridae,5577,Escherichia,"Enterobacteria phage G4 isolate G4_ancestral, complete genome"
GQ866233,Aggregatibacter phage S1249,,Myoviridae,43970,Aggregatibacter actinomycetemcomitans D11S-1,"Aggregatibacter phage S1249, complete sequence"
GQ919031,Streptomyces phage ZL12,,Siphoviridae,90435,Streptomyces sp. ZL12,"Streptomyces phage ZL12, complete genome"
FJ226752,Streptococcus virus ALQ132,Brussowvirus,Siphoviridae,35525,Streptococcus thermophilus,"Streptococcus phage ALQ13.2, complete genome"
FJ236310,Streptococcus virus phiAbc2,Moineauvirus,Siphoviridae,34882,Streptococcus thermophilus,"Streptococcus phage Abc2, complete genome"
FJ373894,Shigella virus AG3,Agtrevirus,Ackermannviridae,158006,Shigella boydii,"Shigella phage phiSboM-AG3, complete genome"
GQ502199,Sodalis virus SO1,Dhillonvirus,Siphoviridae,45169,Sodalis glossinidius,"Sodalis phage SO-1, complete genome"
GQ452243,Enterococcus phage phiEf11,,Siphoviridae,42822,Enterococcus faecalis,"Enterococcus phage phiEf11, complete genome"
GQ357916,Escherichia phage D108,Muvirus,Myoviridae,37235,Escherichia coli,"Escherichia phage D108, complete genome"
GQ303259,Mycobacterium virus Suffolk,Pegunavirus,Siphoviridae,67774,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Colbert, complete genome"
GQ303260,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,155445,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage ET08, complete genome"
GQ303261,Mycobacterium phage Hope,Liefievirus,Siphoviridae,41901,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Hope, complete genome"
GQ303262,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,154349,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage LRRHood, complete genome"
GQ303263,Mycobacterium virus Peaches,Fromanvirus,Siphoviridae,51376,Mycolicibacterium smegmatis MC2 155,"Mycobacterium virus Peaches, complete genome"
GQ303264,Mycobacterium virus Soto,Pegunavirus,Siphoviridae,68323,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Puhltonio, complete genome"
GQ303265,Mycobacterium virus Pumpkin,Kostyavirus,Siphoviridae,74491,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Pumpkin, complete genome"
GQ303266,Mycobacterium virus Soto,Pegunavirus,Siphoviridae,68016,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage UncleHowie, complete genome"
EF108464,Escherichia virus MS2,Levivirus,Leviviridae,3569,,"Enterobacteria phage MS2 isolate DL16, complete genome"
EF108465,Escherichia virus MS2,Levivirus,Leviviridae,3569,Enterobacterales,"Enterobacteria phage MS2 isolate R17, complete genome"
EF204939,Escherichia virus MS2,Levivirus,Leviviridae,3569,Enterobacterales,"Enterobacteria phage MS2 isolate J20, complete genome"
EF204940,Escherichia virus MS2,Levivirus,Leviviridae,3569,Enterobacterales,"Enterobacteria phage MS2 isolate ST4, complete genome"
FJ483837,Escherichia virus BZ13,Levivirus,Leviviridae,3412,Escherichia coli,"Enterobacteria phage BZ13 strain DL10, complete genome"
FJ483838,Escherichia virus BZ13,Levivirus,Leviviridae,3393,Escherichia coli,"Enterobacteria phage BZ13 strain T72, complete genome"
FJ483839,Escherichia virus BZ13,Levivirus,Leviviridae,3458,Escherichia coli,"Enterobacteria phage BZ13 strain DL20, complete genome"
FJ483840,Escherichia virus Qbeta,Allolevivirus,Leviviridae,4218,Escherichia coli,"Enterobacteria phage Qbeta strain TW18, complete genome"
FJ483841,Escherichia virus Qbeta,Allolevivirus,Leviviridae,4221,Escherichia coli,"Enterobacteria phage Qbeta strain HL4-9, complete genome"
FJ483842,Escherichia virus Qbeta,Allolevivirus,Leviviridae,4218,Escherichia coli,"Enterobacteria phage Qbeta strain BR12, complete genome"
FJ483843,Escherichia virus Qbeta,Allolevivirus,Leviviridae,4218,Escherichia coli,"Enterobacteria phage Qbeta strain VK, complete genome"
FJ483844,Escherichia virus Qbeta,Allolevivirus,Leviviridae,4219,Escherichia coli,"Enterobacteria phage Qbeta strain BZ1, complete genome"
FJ539132,Escherichia virus FI,Allolevivirus,Leviviridae,4241,Escherichia coli,"Enterobacteria phage FI strain HB-P22, complete genome"
FJ539133,Escherichia virus FI,Allolevivirus,Leviviridae,4243,Escherichia coli,"Enterobacteria phage FI strain HB-P24, complete genome"
FJ539134,Escherichia virus FI,Allolevivirus,Leviviridae,4273,Escherichia coli,"Enterobacteria phage FI strain BR1, complete genome"
FJ539135,Escherichia virus FI,Allolevivirus,Leviviridae,4273,Escherichia coli,"Enterobacteria phage FI strain BR8, complete genome"
GQ357915,Delftia virus PhiW14,Ionavirus,Myoviridae,157486,Delftia acidovorans,"Delftia phage PhiW-14, complete genome"
GQ421471,Xylella phage Xfas53,,Podoviridae,36674,Xylella fastidiosa,"Xylella phage Xfas53, complete genome"
GQ398772,Staphylococcus phage P954,Biseptimavirus,Siphoviridae,40761,Staphylococcus aureus,"Staphylococcus phage P954, complete genome"
GQ403789,Thermus virus P23-77,Gammasphaerolipovirus,Sphaerolipoviridae,17036,Thermus thermophilus,"Thermus phage P23-77, complete genome"
FJ848881,Lactococcus virus Sl4,Skunavirus,Siphoviridae,28144,Lactococcus lactis,"Lactococcus phage SL4, complete genome"
FJ848882,Lactococcus virus CB13,Skunavirus,Siphoviridae,32182,Lactococcus lactis,"Lactococcus phage CB13, complete genome"
FJ848883,Lactococcus virus CB14,Skunavirus,Siphoviridae,29459,Lactococcus lactis,"Lactococcus phage CB14, complete genome"
FJ848884,Lactococcus virus CB19,Skunavirus,Siphoviridae,28643,Lactococcus lactis,"Lactococcus phage CB19, complete genome"
FJ848885,Lactococcus virus CB20,Skunavirus,Siphoviridae,28625,Lactococcus lactis,"Lactococcus phage CB20, complete genome"
FJ982340,Burkholderia phage KS9,Stanholtvirus,Siphoviridae,39896,Burkholderia pseudomallei,"Burkholderia phage KS9, complete genome"
FJ000341,Salmonella phage g341c,Lederbergvirus,Podoviridae,40975,Salmonella enterica subsp. enterica serovar Anatum,"Salmonella phage g341c, complete genome"
GQ334450,Cyanophage PSS2,,Siphoviridae,107530,Prochlorococcus,"Cyanophage PSS2, complete genome"
EU078592,Escherichia virus DE3,Lambdavirus,Siphoviridae,42925,Escherichia coli BL21(DE3),"Enterobacteria phage DE3, complete genome"
GQ149088,Escherichia virus St1,Alphatrevirus,Microviridae,6094,Escherichia coli K-12,"Enterobacteria phage St-1, complete genome"
FJ973624,Mycobacterium phage Angel,Liefievirus,Siphoviridae,41441,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Angel, complete genome"
FJ713816,Staphylococcus phage phiPVL-CN125,Biseptimavirus,Siphoviridae,44492,Staphylococcus aureus,"Staphylococcus phage phiPVL-CN125, complete genome"
FJ965538,Streptococcus phage 5093,,Siphoviridae,37184,Streptococcus thermophilus,"Streptococcus phage 5093, complete genome"
EU877232,Escherichia virus wV8,Felixounavirus,Myoviridae,88487,Escherichia coli O157:H7,"Enterobacteria phage WV8, complete sequence"
EU717894,Xanthomonas virus phil7,Xipdecavirus,Siphoviridae,44080,Xanthomonas campestris pv. campestris,"Xanthomonas phage phiL7, complete genome"
EU863408,Escherichia virus JSE,Krischvirus,Myoviridae,166418,Escherichia coli K-12,"Enterobacteria phage JSE, complete genome"
EU863409,Escherichia virus JS10,Dhakavirus,Myoviridae,171451,Escherichia coli K-12,"Enterobacteria phage JS10, complete sequence"
FJ937737,Burkholderia virus Bcepil02,Lessievirus,Podoviridae,62715,Burkholderia cenocepacia,"Burkholderia cenocepacia phage BcepIL02, complete genome"
FJ591093,Silicibacter phage DSS3phi2,Baltimorevirus,Podoviridae,74611,Ruegeria pomeroyi,"Roseophage DSS3P2, complete genome"
FJ591094,Sulfitobacter phage EE36phi1,Baltimorevirus,Podoviridae,73325,Sulfitobacter sp. EE-36,"Roseophage EE36P1, complete genome"
FJ904927,Vibrio phage VEJphi,Fibrovirus,Inoviridae,6842,Vibrio cholerae,"Vibrio phage VEJphi, complete genome"
FJ896200,Vibrio phage VP93,,Podoviridae,43931,Vibrio parahaemolyticus,"Vibrio phage VP93, complete genome"
FJ429185,Lactococcus phage P087,,Siphoviridae,60074,Lactococcus lactis,"Lactococcus phage P087, complete genome"
FJ839692,Escherichia virus RB14,Tequatrovirus,Myoviridae,165429,Escherichia,"Escherichia phage RB14, complete genome"
FJ839693,Enterobacteria phage RB51,Tequatrovirus,Myoviridae,168394,Enterobacterales,"Enterobacteria phage RB51, complete genome"
FJ849058,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli C,"Enterobacteria phage phiX174 isolate JACS, complete genome"
FJ822135,Lactobacillus virus Lb338-1,,Herelleviridae,142111,,"Lactobacillus phage Lb338-1, complete genome"
FJ792813,Enterococcus phage EFAP-1,,Siphoviridae,21115,Enterococcus faecalis,"Enterococcus phage EFAP-1, complete genome"
FJ750948,Escherichia virus SSL2009a,Dhillonvirus,Siphoviridae,44899,Escherichia coli,"Escherichia phage SSL-2009a, complete genome"
FJ608823,Pseudomonas virus phi2954,Cystovirus,Cystoviridae,6501,Pseudomonas syringae,"Pseudomonas phage phi2954 segment L, complete sequence"
FJ608824,Pseudomonas virus phi2954,Cystovirus,Cystoviridae,3606,Pseudomonas syringae,"Pseudomonas phage phi2954 segment M, complete sequence"
FJ608825,Pseudomonas virus phi2954,Cystovirus,Cystoviridae,2578,Pseudomonas syringae,"Pseudomonas phage phi2954 segment S, complete sequence"
FJ641182,Mycobacterium phage Phlyer,Pipefishvirus,Siphoviridae,69378,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Phlyer, complete genome"
EU570103,Salmonella phage epsilon34,Lederbergvirus,Podoviridae,43016,Salmonella enterica subsp. enterica serovar Anatum,"Salmonella phage epsilon34, complete genome"
EU710883,Erwinia virus Ea214,Kolesnikvirus,Myoviridae,84576,Erwinia amylovora,"Erwinia phage phiEa21-4, complete genome"
EU716414,Pseudomonas virus PB1,Pbunavirus,Myoviridae,65764,Pseudomonas aeruginosa,"Pseudomonas phage PB1, complete genome"
EU871039,Lactobacillus phage Lv-1,,Siphoviridae,38934,Lactobacillus jensenii,"Lactobacillus phage Lv-1, complete genome"
DQ003260,Salmonella virus SE1Spa,Lederbergvirus,Podoviridae,41941,Salmonella,"Salmonella phage SE1 (in:P22virus), complete genome"
EU887664,Bacillus virus TP21,Lwoffvirus,Siphoviridae,37456,Bacillus,"Bacillus phage TP21-L, complete genome"
EU861004,Staphylococcus virus IPLA88,Phietavirus,Siphoviridae,42526,Staphylococcus aureus,"Staphylococcus phage vB_SepiS-phiIPLA88, complete genome"
EU861005,Staphylococcus virus IPLA35,Triavirus,Siphoviridae,45344,Staphylococcus aureus,"Staphylococcus phage phiSauS-IPLA35, complete genome"
EU272036,Pseudomonas virus MP29,Casadabanvirus,Siphoviridae,36632,Pseudomonas aeruginosa PA14,"Pseudomonas phage MP29, complete genome"
EU272037,Pseudomonas virus MP38,Casadabanvirus,Siphoviridae,36885,Pseudomonas aeruginosa PA14,"Pseudomonas phage MP38, complete genome"
